unique sample ID or species Name,Which image file (or paper for modern),which object number,KPg. 66.04; Modern=0,type name
SampleID,Image,ObjNum,Age,Type
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00027,27,21.587059,Elongated Asymmetrical
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00082,82,21.587059,Bilateral Fan
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00004,4,21.587059,Four Ridged Linear Fan
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00002,2,21.587059,Many Ridged Linear Fan
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00016,16,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00025,25,21.587059,Trident
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00006,6,21.587059,Many Ridged Linear Fan
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00030,30,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00034,34,21.587059,Smooth
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00010,10,21.587059,z
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00018,18,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00045,45,21.587059,Cruciform Fragment
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00052,52,21.587059,Branching Fragment
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00037,37,21.587059,Branching and Flared Chunk
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00050,50,21.587059,Single Dimpled Pentagon
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00032,32,21.587059,Crinkle Tops
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00013,13,21.587059,Kite-Like
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00013,13,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00012,12,21.587059,Square Kite with Nodules
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00043,43,21.587059,Angular Straight Edge
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00015,15,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00003,3,21.587059,z
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00014,14,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00008,8,21.587059,Asymmetrical Kite with Oval Center
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00022,22,21.587059,z
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00001,1,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00023,23,21.587059,Chubby Trident
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00020,20,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00042,42,21.587059,Right Angled Five Ridge
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00007,7,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00019,19,21.587059,Single Dimpled Hexagon
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00005,5,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00021,21,21.587059,Kite-Like
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00033,33,21.587059,GenLin
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00029,29,21.587059,Crinkle Tops
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00040,40,21.587059,Square Kite with Nodules
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00017,17,21.587059,Generic Kite
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00009,9,21.587059,Right Angled Five Ridge
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00038,38,21.587059,Generic Kite
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00026,26,21.587059,Generic Kite
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00039,39,21.587059,Large Angular Bits
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00036,36,21.587059,Right Angled Five Ridge
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00031,31,21.587059,Trident
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00047,47,21.587059,Eyeball
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1_obj00027,27,22.257647,Generic Kite
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of2_obj00023,23,22.257647,Llama
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of3_obj00048,48,22.257647,Five Thin Ridged Fan
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of4_obj00056,56,22.257647,Crinkle Tops
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of5_obj00055,55,22.257647,Squished Kite
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of6_obj00034,34,22.257647,Sharp Kite
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of7_obj00039,39,22.257647,Kite-Like
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of8_obj00030,30,22.257647,Five Ridged Linear Fan
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of9_obj00041,41,22.257647,z
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of10_obj00037,37,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of11_obj00019,19,22.257647,Five Ridged Linear Fan
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of12_obj00022,22,22.257647,Extra Nubbed Trident
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of13_obj00018,18,22.257647,Shallow Ridged Circle
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of14_obj00049,49,22.257647,Extra Nubbed Trident
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of15_obj00035,35,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of16_obj00024,24,22.257647,Big Three Ridge
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of17_obj00025,25,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of18_obj00028,28,22.257647,Four Ridged Linear Fan
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of19_obj00026,26,22.257647,Five Thin Ridged Fan
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of20_obj00053,53,22.257647,Asymmetrical Kite with Oval Center
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of21_obj00032,32,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of22_obj00045,45,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of23_obj00038,38,22.257647,Crinkle Tops
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of24_obj00058,58,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of25_obj00040,40,22.257647,Extra Nubbed Trident
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of26_obj00052,52,22.257647,z
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of27_obj00043,43,22.257647,Five Ridged Linear Fan
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of28_obj00051,51,22.257647,Branching and Flared Chunk
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of29_obj00036,36,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of30_obj00050,50,22.257647,Llama
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of31_obj00044,44,22.257647,Branching Fragment
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of32_obj00031,31,22.257647,z
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of33_obj00046,46,22.257647,z
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of34_obj00042,42,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of35_obj00054,54,22.257647,Bilateral Single Ridged
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of36_obj00015,15,22.257647,Generic Kite
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of37_obj00017,17,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of38_obj00057,57,22.257647,Kite-Like
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of39_obj00016,16,22.257647,Single Dimpled Heptagon
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of40_obj00047,47,22.257647,Trident
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of41_obj00020,20,22.257647,GenLin
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of42_obj00029,29,22.257647,Ridged Circle
DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of1,DSDP-596-P022-L43-2H-4W-129-131cm-g106_Hwell_N1of43_obj00033,33,22.257647,Round Sided Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00021,21,22.956176,Crinkle Tops
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00047,47,22.956176,z
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00004,4,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00012,12,22.956176,Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00054,54,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00062,62,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00036,36,22.956176,z
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00034,34,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00025,25,22.956176,Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00035,35,22.956176,Smooth
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00020,20,22.956176,Stretched Branching Crown
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00049,49,22.956176,Extra Nubbed Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00058,58,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00064,64,22.956176,Ridged Circle
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00167,167,22.956176,Cruciform Fragment
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00003,3,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00067,67,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00010,10,22.956176,z
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00011,11,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00014,14,22.956176,Many Celled
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00019,19,22.956176,Branching Fragment
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00018,18,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00017,17,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00013,13,22.956176,z
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00045,45,22.956176,Generic Kite
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00053,53,22.956176,Five Ridged Linear Fan
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00038,38,22.956176,Ridged Circle
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00046,46,22.956176,Skinny Pear Shaped Wedge
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00042,42,22.956176,Five Ridged Linear Fan
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00048,48,22.956176,Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00055,55,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00057,57,22.956176,Single Dimpled Heptagon
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00059,59,22.956176,Kite-Like
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00056,56,22.956176,Central Ridged Extended Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00061,61,22.956176,Asymmetrical Kite with Oval Center
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00060,60,22.956176,Trident with Rounded Base
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00024,24,22.956176,Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00029,29,22.956176,Asymmetrical Kite with Oval Center
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00037,37,22.956176,Generic Kite
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00027,27,22.956176,Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00031,31,22.956176,Square Kite with Nodules
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00026,26,22.956176,Arrowhead
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00052,52,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00028,28,22.956176,GenLin
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00039,39,22.956176,Branching and Flared Chunk
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00023,23,22.956176,Five Thin Ridged Fan
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00032,32,22.956176,Crinkle Tops
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00015,15,22.956176,Generic Single Dimpled Complex Polygon
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00069,69,22.956176,Five Ridged Linear Fan
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00007,7,22.956176,Five Ridged Linear Fan
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00050,50,22.956176,Extra Nubbed Trident
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00016,16,22.956176,z
DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1,DSDP-596-P022-L44-2H-5W-4-6cm-g106_Hwell_N1of1_obj00044,44,22.956176,GenLin
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00012,12,23.193846,Branching and Flared Chunk
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00013,13,23.193846,Trident
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00002,2,23.193846,Five Thin Ridged Fan
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00003,3,23.193846,Arrowhead
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00006,6,23.193846,GenLin
