unique sample ID or species Name,Which image file (or paper for modern),which object number,KPg. 66.04; Modern=0,type name
SampleID,Image,ObjNum,Age,Type
DSDP-596-P003-L05-1H-2W-105-107cm-g106_Hwell_N1of1,DSDP-596-P003-L05-1H-2W-105-107cm-g106_Hwell_N1of1_obj00001,1,1.405,Five Thin Ridged Fan
DSDP-596-P003-L06-1H-2W-130-132cm-g106_Hwell_N1of1,DSDP-596-P003-L06-1H-2W-130-132cm-g106_Hwell_N1of1_obj00003,3,1.78,Five Thin Ridged Fan
DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1,DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1_obj00004,4,4.46,Five Ridged Linear Fan
DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1,DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1_obj00002,2,4.46,GenLin
DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1,DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1_obj00003,3,4.46,Ridged Circle
DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1,DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1_obj00021,21,4.46,z
DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1,DSDP-596-P006-L12-1H-3W-130-132cm-g106_Hwell_N1of1_obj00001,1,4.46,Trident
DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1,DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1_obj00014,14,4.959048,GenLin
DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1,DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1_obj00001,1,4.959048,GenLin
DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1,DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1_obj00006,6,4.959048,Five Thin Ridged Fan
DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1,DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1_obj00005,5,4.959048,GenLin
DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1,DSDP-596-P007-L13-1H-4W-5-7cm-g106_Hwell_N1of1_obj00002,2,4.959048,GenLin
DSDP-596-P008-L15-1H-4W-57-59cm-g106_Hwell_N1of1,DSDP-596-P008-L15-1H-4W-57-59cm-g106_Hwell_N1of1_obj00002,2,5.949524,GenLin
DSDP-596-P008-L16-1H-4W-81-83cm-g106_Hwell_N1of2,DSDP-596-P008-L16-1H-4W-81-83cm-g106_Hwell_N1of2_obj00003,3,6.34,GenLin
DSDP-596-P009-L17-1H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P009-L17-1H-4W-105-107cm-g106_Hwell_N1of1_obj00002,2,6.682857,GenLin
DSDP-596-P009-L17-1H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P009-L17-1H-4W-105-107cm-g106_Hwell_N1of1_obj00004,4,6.682857,Trident
DSDP-596-P009-L17-1H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P009-L17-1H-4W-105-107cm-g106_Hwell_N1of1_obj00003,3,6.682857,GenLin
DSDP-596-P010-L20-1H-5W-24-26cm-g106_Hwell_N1of1,DSDP-596-P010-L20-1H-5W-24-26cm-g106_Hwell_N1of1_obj00001,1,9.874483,GenLin
DSDP-596-P010-L20-1H-5W-24-26cm-g106_Hwell_N1of1,DSDP-596-P010-L20-1H-5W-24-26cm-g106_Hwell_N1of1_obj00004,4,9.874483,Trident
DSDP-596-P011-L21-2H-1W-6-8cm-g106_Hwell_N1of1,DSDP-596-P011-L21-2H-1W-6-8cm-g106_Hwell_N1of1_obj00002,2,10.426207,Five Thin Ridged Fan
DSDP-596-P013-L25-2H-1W-130-132cm-g106_Hwell_N1of1,DSDP-596-P013-L25-2H-1W-130-132cm-g106_Hwell_N1of1_obj00001,1,12.505,z
DSDP-596-P013-L26-2H-2W-5-7cm-g106_Hwell_N1of1,DSDP-596-P013-L26-2H-2W-5-7cm-g106_Hwell_N1of1_obj00001,1,12.826047,Smooth
DSDP-596-P017-L33-2H-3W-31-33cm-g106_Hwell_N1of1,DSDP-596-P017-L33-2H-3W-31-33cm-g106_Hwell_N1of1_obj00001,1,17.205,Angular Straight Edge
DSDP-596-P018-L35-2H-3W-81-83cm-g106_Hwell_N1of1,DSDP-596-P018-L35-2H-3W-81-83cm-g106_Hwell_N1of1_obj00005,5,17.97871,GenLin
DSDP-596-P019-L37-2H-3W-130-132cm-g106_Hwell_N1of1,DSDP-596-P019-L37-2H-3W-130-132cm-g106_Hwell_N1of1_obj00002,2,18.748108,GenLin
DSDP-596-P019-L37-2H-3W-130-132cm-g106_Hwell_N1of1,DSDP-596-P019-L37-2H-3W-130-132cm-g106_Hwell_N1of1_obj00003,3,18.748108,Smooth
DSDP-596-P019-L38-2H-4W-5-7cm-g106_Hwell_N1of1,DSDP-596-P019-L38-2H-4W-5-7cm-g106_Hwell_N1of1_obj00001,1,19.085946,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00004,4,19.593333,Llama
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00006,6,19.593333,Trident
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00007,7,19.593333,Five Thin Ridged Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00010,10,19.593333,GenGeo
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00013,13,19.593333,Extra Nubbed Trident
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00043,43,19.593333,Trident
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00053,53,19.593333,Asymmetrical Kite with Oval Center
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00056,56,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00028,28,19.593333,Kite-Like
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00020,20,19.593333,GenGeo
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00015,15,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00014,14,19.593333,Five Ridged Linear Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00032,32,19.593333,Single Dimpled Pentagon
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00022,22,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00023,23,19.593333,Five Ridged Linear Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00019,19,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00060,60,19.593333,Branching and Flared Chunk
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00027,27,19.593333,Minnie Indented Shell
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00057,57,19.593333,Kite-Like
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00003,3,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00037,37,19.593333,Generic Kite
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00048,48,19.593333,Many Ridged Linear Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00059,59,19.593333,Five Ridged Linear Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00054,54,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00031,31,19.593333,Five Thin Ridged Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00061,61,19.593333,Chubby Trident
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00011,11,19.593333,Many Ridged Linear Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00018,18,19.593333,Many Ridged Linear Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00030,30,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00038,38,19.593333,Smooth
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00044,44,19.593333,z
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00045,45,19.593333,z
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00042,42,19.593333,Elongated Asymmetrical
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00064,64,19.593333,Asymmetrical Kite with Oval Center
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00070,70,19.593333,Chubby Trident
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00087,87,19.593333,Ridged Circle
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00035,35,19.593333,Trident
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00067,67,19.593333,Elongated Asymmetrical
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00239,239,19.593333,z
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00033,33,19.593333,Sharp Kite
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00036,36,19.593333,Lopsided Trident
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00017,17,19.593333,Five Ridged Linear Fan
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00066,66,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00055,55,19.593333,GenGeo
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00052,52,19.593333,Elongated Asymmetrical
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00005,5,19.593333,Angular Straight Edge
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00050,50,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00049,49,19.593333,z
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00047,47,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00025,25,19.593333,Elongated Asymmetrical
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00077,77,19.593333,Llama
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00034,34,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00024,24,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00039,39,19.593333,Trident
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00079,79,19.593333,GenLin
DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1,DSDP-596-P020-L39-2H-4W-31-33cm-g106_Hwell_N1of1_obj00065,65,19.593333,Extra Nubbed Trident
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00040,40,20.233333,Extra Nubbed Trident
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00035,35,20.233333,Trident
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00026,26,20.233333,Trident
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00029,29,20.233333,GenLin
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00033,33,20.233333,Round Ridged Trident
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00023,23,20.233333,Trident
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00028,28,20.233333,Round Ridged Trident
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00032,32,20.233333,Four Ridged Linear Fan
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00031,31,20.233333,GenLin
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00025,25,20.233333,Llama
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00024,24,20.233333,z
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00010,10,20.233333,Trident with Rounded Base
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00021,21,20.233333,Branching Fragment
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00018,18,20.233333,GenLin
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00016,16,20.233333,GenLin
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00014,14,20.233333,Sharp Kite
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00012,12,20.233333,GenLin
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00002,2,20.233333,GenLin
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00004,4,20.233333,Five Thin Ridged Fan
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00007,7,20.233333,Squished Kite
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00008,8,20.233333,GenLin
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00022,22,20.233333,Many Celled Central Complex Polygon
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00005,5,20.233333,Crinkle Tops
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00001,1,20.233333,Single Dimpled Hexagon
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00038,38,20.233333,Five Thin Ridged Fan
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00011,11,20.233333,Kite-Like
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00015,15,20.233333,Round Ridged Trident
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00017,17,20.233333,Generic Kite
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00034,34,20.233333,Generic Single Dimpled Complex Polygon
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00009,9,20.233333,Generic Kite
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00013,13,20.233333,Trident with Rounded Base
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00019,19,20.233333,Five Thin Ridged Fan
DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1,DSDP-596-P020-L40-2H-4W-55-57cm-g106_Hwell_N1of1_obj00027,27,20.233333,Round Ridged Trident
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00012,12,20.9,Elongated Asymmetrical
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00030,30,20.9,z
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00028,28,20.9,GenLin
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00005,5,20.9,Four Ridged Linear Fan
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00022,22,20.9,Five Ridged Linear Fan
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00015,15,20.9,Five Ridged Linear Fan
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00001,1,20.9,Smooth
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00024,24,20.9,z
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00018,18,20.9,z
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00006,6,20.9,Generic Kite
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00023,23,20.9,z
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00025,25,20.9,GenLin
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00010,10,20.9,GenLin
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00034,34,20.9,Whale Blow
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00020,20,20.9,Five Thin Ridged Fan
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00007,7,20.9,Lopsided Trident
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00033,33,20.9,Trident
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00003,3,20.9,Branching Fragment
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00031,31,20.9,Generic Kite
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00026,26,20.9,Square Kite with Nodules
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00027,27,20.9,Sharp Kite
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00017,17,20.9,Smooth Petal
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00014,14,20.9,Five Thin Ridged Fan
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00013,13,20.9,Minnie Indented Shell
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00002,2,20.9,Five Thin Ridged Fan
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00019,19,20.9,GenLin
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00009,9,20.9,Crinkle Tops
DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1,DSDP-596-P021-L41-2H-4W-80-82cm-g106_Hwell_N1of1_obj00008,8,20.9,Bilateral Polygon
DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1,DSDP-596-P021-L42-2H-4W-105-107cm-g106_Hwell_N1of1_obj00011,11,21.587059,Five Ridged Linear Fan
