Name,Long,Lat,Program,Expedition,Site,Hole,water_depth,core,date,platform,Hiatus_status
DSDP 31-297-A,134.165,30.8727,DSDP,31,297,A,4458 m,NA,NA,Challenger,0
DSDP 31-298,133.604,31.7155,DSDP,31,298,NA,4628 m,67 m,NA,Challenger,0
DSDP 31-298-A,133.604,31.7155,DSDP,31,298,A,4628 m,0.4 m,NA,Challenger,0
DSDP 31-299,137.662,39.4947,DSDP,31,299,NA,2599 m,172 m,NA,Challenger,0
DSDP 31-300,136.105,41.0493,DSDP,31,300,NA,3427 m,0.4 m,NA,Challenger,0
DSDP 31-301,134.048,41.0625,DSDP,31,301,NA,3520 m,50 m,NA,Challenger,0
DSDP 31-302,136.9,40.3355,DSDP,31,302,NA,2399 m,91 m,NA,Challenger,0
DSDP 32-303,154.451,40.8083,DSDP,32,303,NA,5609 m,26 m,NA,Challenger,3
DSDP 32-303-A,154.451,40.8083,DSDP,32,303,A,5609 m,6 m,NA,Challenger,3
DSDP 32-304,155.07,39.3378,DSDP,32,304,NA,5630 m,30 m,NA,Challenger,3
DSDP 32-305,157.85,32.0022,DSDP,32,305,NA,2903 m,211 m,NA,Challenger,4
DSDP 32-306,157.479,31.867,DSDP,32,306,NA,3399 m,27 m,NA,Challenger,4
DSDP 32-307,161.005,28.5877,DSDP,32,307,NA,5696 m,19 m,NA,Challenger,4
DSDP 32-308,172.15,34.9823,DSDP,32,308,NA,1331 m,7 m,NA,Challenger,4
DSDP 32-309,171.561,34.9053,DSDP,32,309,NA,1454 m,0.2 m,NA,Challenger,0
DSDP 32-310,176.902,36.8685,DSDP,32,310,NA,3516 m,145 m,NA,Challenger,4
DSDP 32-310-A,176.902,36.8685,DSDP,32,310,A,3516 m,27 m,NA,Challenger,4
DSDP 32-311,179.738,28.1243,DSDP,32,311,NA,5775 m,19 m,NA,Challenger,1
DSDP 32-312,-178.133,25.5783,DSDP,32,312,NA,5345 m,NA,NA,Challenger,0
DSDP 32-313,-170.952,20.1753,DSDP,32,313,NA,3484 m,220 m,NA,Challenger,4
DSDP 33-314,-168.468,15.9127,DSDP,33,314,NA,5214 m,0.1 m,NA,Challenger,3
DSDP 33-315,-158.526,4.171,DSDP,33,315,NA,4152 m,17 m,NA,Challenger,4
DSDP 33-315-A,-158.526,4.171,DSDP,33,315,A,4152 m,130 m,NA,Challenger,4
DSDP 33-316,-157.128,0.0907,DSDP,33,316,NA,4451 m,103 m,NA,Challenger,3
DSDP 33-317,-162.263,-11.0015,DSDP,33,317,NA,2598 m,19 m,NA,Challenger,1
DSDP 33-317-A,-162.263,-11.0015,DSDP,33,317,A,2598 m,163 m,NA,Challenger,1
DSDP 33-317-B,-162.263,-11.0015,DSDP,33,317,B,2598 m,308 m,NA,Challenger,1
DSDP 33-318,-146.859,-14.8272,DSDP,33,318,NA,2641 m,147 m,NA,Challenger,4
DSDP 34-319,-101.524,-13.0173,DSDP,34,319,NA,4290 m,85 m,NA,Challenger,0
DSDP 34-319-A,-101.524,-13.0173,DSDP,34,319,A,4290 m,14 m,NA,Challenger,0
DSDP 34-320,-83.53,-9.0067,DSDP,34,320,NA,4483 m,19 m,NA,Challenger,1
DSDP 34-320-A,-83.53,-9.0067,DSDP,34,320,A,4483 m,9 m,NA,Challenger,1
DSDP 34-320-B,-83.53,-9.0067,DSDP,34,320,B,4483 m,18 m,NA,Challenger,1
DSDP 34-321,-81.904,-12.0215,DSDP,34,321,NA,4817 m,86 m,NA,Challenger,4
DSDP 35-322,-79.4248,-60.0242,DSDP,35,322,NA,5026 m,34 m,NA,Challenger,3
DSDP 35-323,-97.9948,-63.6807,DSDP,35,323,NA,5004 m,76 m,NA,Challenger,2
DSDP 35-324,-98.7867,-69.0535,DSDP,35,324,NA,4433 m,48 m,NA,Challenger,0
DSDP 35-325,-73.6733,-65.0465,DSDP,35,325,NA,3748 m,34 m,NA,Challenger,1
DSDP 36-326,-65.3033,-56.5833,DSDP,36,326,NA,3812 m,0.5 m,NA,Challenger,0
DSDP 36-327,-46.7837,-50.8713,DSDP,36,327,NA,2400 m,5 m,NA,Challenger,4
DSDP 36-327-A,-46.7837,-50.8713,DSDP,36,327,A,2400 m,128 m,NA,Challenger,4
DSDP 36-328,-36.6588,-49.8112,DSDP,36,328,NA,5095 m,62 m,NA,Challenger,4
DSDP 36-328-A,-36.6588,-49.8112,DSDP,36,328,A,5095 m,7.4 m,NA,Challenger,4
DSDP 36-328-B,-36.6588,-49.8112,DSDP,36,328,B,5095 m,62 m,NA,Challenger,4
DSDP 36-329,-46.0955,-50.6552,DSDP,36,329,NA,1519 m,215 m,NA,Challenger,2
DSDP 36-330,-46.8833,-50.9198,DSDP,36,330,NA,2626 m,85 m,NA,Challenger,4
DSDP 36-330-A,-46.8833,-50.9198,DSDP,36,330,A,2626 m,4 m,NA,Challenger,4
DSDP 36-331,-38.1153,-37.8833,DSDP,36,331,NA,5077 m,8 m,NA,Challenger,0
DSDP 37-332,-33.641,36.8787,DSDP,37,332,NA,1818 m,4 m,NA,Challenger,0
DSDP 37-332-A,-33.641,36.8787,DSDP,37,332,A,1818 m,67 m,NA,Challenger,0
DSDP 37-332-B,-33.641,36.8787,DSDP,37,332,B,1806 m,122 m,NA,Challenger,0
DSDP 37-332-C,-33.641,36.8787,DSDP,37,332,C,1806 m,1 m,NA,Challenger,0
DSDP 37-332-D,-33.641,36.8787,DSDP,37,332,D,1806 m,0.3 m,NA,Challenger,0
DSDP 37-333,-33.6675,36.8408,DSDP,37,333,NA,1666 m,38 m,NA,Challenger,0
DSDP 37-333-A,-33.6675,36.8408,DSDP,37,333,A,1666 m,25 m,NA,Challenger,0
DSDP 37-334,-34.4145,37.0355,DSDP,37,334,NA,2619 m,99 m,NA,Challenger,0
DSDP 37-335,-35.1987,37.2957,DSDP,37,335,NA,3188 m,59 m,NA,Challenger,0
DSDP 38-336,-7.7878,63.351,DSDP,38,336,NA,811 m,221 m,NA,Challenger,3
DSDP 38-337,-5.3418,64.8717,DSDP,38,337,NA,2631 m,98 m,NA,Challenger,3
DSDP 38-338,5.3877,67.7852,DSDP,38,338,NA,1297 m,209 m,NA,Challenger,1
DSDP 38-339,6.3175,67.2108,DSDP,38,339,NA,1262 m,50 m,NA,Challenger,4
DSDP 38-340,6.3063,67.2078,DSDP,38,340,NA,1206 m,67 m,NA,Challenger,4
DSDP 38-341,6.1107,67.335,DSDP,38,341,NA,1439 m,213 m,NA,Challenger,0
DSDP 38-342,4.9337,67.9507,DSDP,38,342,NA,1303 m,48 m,NA,Challenger,1
DSDP 38-343,5.7622,68.7152,DSDP,38,343,NA,3131 m,59 m,NA,Challenger,4
DSDP 38-344,7.8753,76.1497,DSDP,38,344,NA,2156 m,140 m,NA,Challenger,0
DSDP 38-345,-1.2377,69.8372,DSDP,38,345,NA,3195 m,189 m,NA,Challenger,4
DSDP 38-346,-8.6855,69.8892,DSDP,38,346,NA,732 m,120 m,NA,Challenger,4
DSDP 38-347,-8.6967,69.8718,DSDP,38,347,NA,745 m,13 m,NA,Challenger,4
DSDP 38-348,-12.462,68.503,DSDP,38,348,NA,1763 m,214 m,NA,Challenger,3
DSDP 38-349,-8.0967,69.2068,DSDP,38,349,NA,915 m,81 m,NA,Challenger,4
DSDP 38-350,-8.2947,67.0557,DSDP,38,350,NA,1275 m,49 m,NA,Challenger,4
DSDP 38-351,-11.3043,67.789,DSDP,38,351,NA,1844 m,NA,NA,Challenger,0
DSDP 38-352,-12.471,63.6495,DSDP,38,352,NA,990 m,26 m,NA,Challenger,4
DSDP 38-352-A,-12.471,63.6495,DSDP,38,352,A,990 m,5 m,NA,Challenger,4
DSDP 39-353,-44.0375,10.915,DSDP,39,353,NA,5165 m,5 m,NA,Challenger,0
DSDP 39-353-A,-44.0375,10.915,DSDP,39,353,A,5164 m,3 m,NA,Challenger,0
DSDP 39-353-B,-44.0375,10.915,DSDP,39,353,B,5164 m,1.1 m,NA,Challenger,0
DSDP 39-354,-44.1963,5.8992,DSDP,39,354,NA,4045 m,119 m,NA,Challenger,4
DSDP 39-355,-30.6005,-15.7098,DSDP,39,355,NA,4901 m,118 m,NA,Challenger,4
DSDP 39-356,-41.088,-28.287,DSDP,39,356,NA,3175 m,316 m,NA,Challenger,4
DSDP 39-356-A,-41.088,-28.287,DSDP,39,356,A,3175 m,18 m,NA,Challenger,4
DSDP 39-357,-35.5598,-30.0042,DSDP,39,357,NA,2086 m,345 m,NA,Challenger,2
DSDP 39-358,-35.9637,-37.6552,DSDP,39,358,NA,4962 m,89 m,NA,Challenger,1
DSDP 39-359,-4.4972,-34.985,DSDP,39,359,NA,1655 m,27 m,NA,Challenger,4
DSDP 39-359-A,-4.4972,-34.985,DSDP,39,359,A,1655 m,19 m,NA,Challenger,4
DSDP 40-360,18.0965,-35.8458,DSDP,40,360,NA,2949 m,278 m,NA,Challenger,6
DSDP 40-361,15.4485,-35.0662,DSDP,40,361,NA,4549 m,222 m,NA,Challenger,4
DSDP 40-362,10.5325,-19.7575,DSDP,40,362,NA,1325 m,367 m,NA,Challenger,3
DSDP 40-362-A,10.5325,-19.7575,DSDP,40,362,A,1325 m,77 m,NA,Challenger,3
DSDP 40-363,9.0467,-19.6458,DSDP,40,363,NA,2248 m,227 m,NA,Challenger,3
DSDP 40-364,11.9717,-11.572,DSDP,40,364,NA,2448 m,296 m,NA,Challenger,2
DSDP 40-365,11.8953,-11.6517,DSDP,40,365,NA,3018 m,35 m,NA,Challenger,1
DSDP 41-366,-19.8513,5.678,DSDP,41,366,NA,2853 m,304 m,NA,Challenger,6
DSDP 41-366-A,-19.8513,5.678,DSDP,41,366,A,2853 m,278 m,NA,Challenger,6
DSDP 41-367,-20.0472,12.4868,DSDP,41,367,NA,4748 m,174 m,NA,Challenger,2
DSDP 41-368,-21.3538,17.5072,DSDP,41,368,NA,3366 m,328 m,NA,Challenger,1
DSDP 41-369,-14.9987,26.5925,DSDP,41,369,NA,1752 m,36 m,NA,Challenger,4
DSDP 41-369-A,-14.9987,26.5925,DSDP,41,369,A,1752 m,350 m,NA,Challenger,4
DSDP 41-370,-10.776,32.8375,DSDP,41,370,NA,4214 m,203 m,NA,Challenger,3
DSDP 42-371,5.2592,37.598,DSDP,42,371,NA,2792 m,43 m,NA,Challenger,0
DSDP 42-372,4.7965,40.08,DSDP,42,372,NA,2699 m,316 m,NA,Challenger,6
DSDP 42-372-A,4.7965,40.08,DSDP,42,372,A,2699 m,NA,NA,Challenger,6
DSDP 42-373,12.9927,39.728,DSDP,42,373,NA,3517 m,NA,NA,Challenger,0
DSDP 42-373-A,12.9927,39.728,DSDP,42,373,A,3517 m,27 m,NA,Challenger,0
DSDP 42-374,18.1963,35.8478,DSDP,42,374,NA,4078 m,77 m,NA,Challenger,0
DSDP 42-375,31.76,34.7622,DSDP,42,375,NA,1900 m,67 m,NA,Challenger,6
DSDP 42-376,31.8075,34.872,DSDP,42,376,NA,2101 m,76 m,NA,Challenger,0
DSDP 42-377,21.431,35.1617,DSDP,42,377,NA,3718 m,6 m,NA,Challenger,0
DSDP 42-378,25.1162,35.9278,DSDP,42,378,NA,1835 m,39 m,NA,Challenger,0
DSDP 42-378-A,25.1162,35.9278,DSDP,42,378,A,1835 m,20 m,NA,Challenger,0
DSDP 42-379,36.0117,43.005,DSDP,42,379,NA,2165 m,4 m,NA,Challenger,0
DSDP 42-379-A,36.0117,43.005,DSDP,42,379,A,2165 m,381 m,NA,Challenger,0
DSDP 42-379-B,36.0117,43.005,DSDP,42,379,B,2165 m,29 m,NA,Challenger,0
DSDP 42-380,29.6137,42.099,DSDP,42,380,NA,2107 m,169 m,NA,Challenger,0
DSDP 42-380-A,29.6137,42.099,DSDP,42,380,A,2107 m,421 m,NA,Challenger,0
DSDP 42-381,29.416,41.6708,DSDP,42,381,NA,1728 m,269 m,NA,Challenger,0
DSDP 43-382,-56.5375,34.4173,DSDP,43,382,NA,5526 m,162 m,NA,Challenger,4
DSDP 43-383,-53.353,39.248,DSDP,43,383,NA,5283 m,4.9 m,NA,Challenger,0
DSDP 43-384,-51.6633,40.3608,DSDP,43,384,NA,3909 m,110 m,NA,Challenger,1
DSDP 43-385,-60.1575,37.3695,DSDP,43,385,NA,4936 m,63 m,NA,Challenger,2
DSDP 43-386,-64.249,31.1868,DSDP,43,386,NA,4782 m,439 m,NA,Challenger,2
DSDP 43-387,-67.6667,32.32,DSDP,43,387,NA,5117 m,177 m,NA,Challenger,2
DSDP 44-388,-69.396,35.5222,DSDP,44,388,NA,4919 m,NA,NA,Challenger,0
DSDP 44-388-A,-69.396,35.5222,DSDP,44,388,A,4919 m,43 m,NA,Challenger,0
DSDP 44-389,-76.0928,30.1423,DSDP,44,389,NA,2714 m,3.5 m,NA,Challenger,0
DSDP 44-390,-76.1123,30.1423,DSDP,44,390,NA,2665 m,27 m,NA,Challenger,4
DSDP 44-390-A,-76.1123,30.1423,DSDP,44,390,A,2665 m,87 m,NA,Challenger,4
DSDP 44-391,-75.6127,28.2288,DSDP,44,391,NA,4974 m,2.3 m,NA,Challenger,4
DSDP 44-391-A,-75.6167,28.2268,DSDP,44,391,A,4974 m,130 m,NA,Challenger,4
DSDP 44-391-B,-75.6167,28.2268,DSDP,44,391,B,4974 m,9.3 m,NA,Challenger,4
DSDP 44-391-C,-75.6167,28.2268,DSDP,44,391,C,4974 m,216 m,NA,Challenger,4
DSDP 44-392,-76.178,29.9105,DSDP,44,392,NA,2601 m,3.2 m,NA,Challenger,4
DSDP 44-392-A,-76.178,29.9105,DSDP,44,392,A,2601 m,25 m,NA,Challenger,4
DSDP 44-393,-75.599,28.1967,DSDP,44,393,NA,4951 m,4.3 m,NA,Challenger,0
DSDP 44-393-A,-75.599,28.1967,DSDP,44,393,A,4951 m,9.5 m,NA,Challenger,0
DSDP 44-394,-75.596,28.195,DSDP,44,394,NA,4957 m,NA,NA,Challenger,0
DSDP 44-394-A,-75.596,28.195,DSDP,44,394,A,4957 m,17 m,NA,Challenger,0
DSDP 45-395,-46.0817,22.7558,DSDP,45,395,NA,4484 m,88 m,NA,Challenger,0
DSDP 45-395-A,-46.0817,22.7558,DSDP,45,395,A,4484 m,106 m,NA,Challenger,0
DSDP 45-396,-43.5158,22.4813,DSDP,45,396,NA,4450 m,133 m,NA,Challenger,0
DSDP 46-396-A,-43.515,22.9857,DSDP,46,396,A,4459 m,0.6 m,NA,Challenger,0
DSDP 46-396-B,-43.515,22.9857,DSDP,46,396,B,4459 m,63 m,NA,Challenger,0
DSDP 47-397,-15.18,26.845,DSDP,47,397,NA,2900 m,585 m,NA,Challenger,4
DSDP 47-397-A,-15.18,26.845,DSDP,47,397,A,2900 m,243 m,NA,Challenger,4
DSDP 47-398,-10.7183,40.96,DSDP,47,398,NA,3910 m,22 m,NA,Challenger,4
DSDP 47-398-A,-10.7183,40.96,DSDP,47,398,A,3910 m,17 m,NA,Challenger,4
DSDP 47-398-B,-10.7183,40.96,DSDP,47,398,B,3910 m,8.3 m,NA,Challenger,4
DSDP 47-398-C,-10.7183,40.96,DSDP,47,398,C,3910 m,0.8 m,NA,Challenger,4
DSDP 47-398-D,-10.7183,40.96,DSDP,47,398,D,3910 m,937 m,NA,Challenger,4
DSDP 48-399,-9.2217,47.39,DSDP,48,399,NA,4399 m,12 m,NA,Challenger,0
DSDP 48-400,-9.1983,47.3817,DSDP,48,400,NA,4399 m,9 m,NA,Challenger,3
DSDP 48-400-A,-9.1983,47.3817,DSDP,48,400,A,4399 m,329 m,NA,Challenger,3
DSDP 48-401,-8.8103,47.4275,DSDP,48,401,NA,2495 m,103 m,NA,Challenger,4
DSDP 48-402,-8.8407,47.8747,DSDP,48,402,NA,2339 m,12 m,NA,Challenger,4
DSDP 48-402-A,-8.8407,47.8747,DSDP,48,402,A,2339 m,167 m,NA,Challenger,3
DSDP 48-403,-23.294,56.1385,DSDP,48,403,NA,2301 m,161 m,NA,Challenger,4
DSDP 48-404,-23.2492,56.0522,DSDP,48,404,NA,2306 m,75 m,NA,Challenger,4
DSDP 48-405,-22.0582,55.3363,DSDP,48,405,NA,2958 m,172 m,NA,Challenger,4
DSDP 48-406,-22.0902,55.2583,DSDP,48,406,NA,2907 m,189 m,NA,Challenger,4
DSDP 49-407,-30.576,63.9387,DSDP,49,407,NA,2472 m,184 m,NA,Challenger,1
DSDP 49-408,-28.9118,63.3772,DSDP,49,408,NA,1624 m,219 m,NA,Challenger,0
DSDP 49-409,-25.9528,62.6163,DSDP,49,409,NA,832 m,88 m,NA,Challenger,0
DSDP 49-410,-29.476,45.5088,DSDP,49,410,NA,2975 m,232 m,NA,Challenger,0
DSDP 49-410-A,-29.476,45.5088,DSDP,49,410,A,2977 m,27 m,NA,Challenger,0
DSDP 49-411,-33.3883,36.7662,DSDP,49,411,NA,1935 m,4 m,NA,Challenger,0
DSDP 49-411-A,-33.3883,36.7662,DSDP,49,411,A,1935 m,15 m,NA,Challenger,0
DSDP 49-412,-33.166,36.5623,DSDP,49,412,NA,2609 m,86 m,NA,Challenger,0
DSDP 49-412-A,-33.166,36.5623,DSDP,49,412,A,2609 m,23 m,NA,Challenger,0
DSDP 49-413,-33.175,36.5432,DSDP,49,413,NA,2598 m,3 m,NA,Challenger,0
DSDP 49-414,-27.5017,32.05,DSDP,49,414,NA,1538 m,NA,NA,Challenger,0
DSDP 50-415,-11.6518,31.0287,DSDP,50,415,NA,2794 m,31 m,NA,Challenger,4
DSDP 50-415-A,-11.6518,31.0287,DSDP,50,415,A,2794 m,25 m,NA,Challenger,4
DSDP 50-415-B,-11.6518,31.0287,DSDP,50,415,B,2794 m,3.1 m,NA,Challenger,4
DSDP 50-416,-10.801,32.8363,DSDP,50,416,NA,4191 m,1.3 m,NA,Challenger,1
DSDP 50-416-A,-10.801,32.8363,DSDP,50,416,A,4191 m,296 m,NA,Challenger,1
DSDP 51-417,-68.0413,25.1105,DSDP,51,417,NA,5468 m,3.6 m,NA,Challenger,1
DSDP 51-417-A,-68.0413,25.1105,DSDP,51,417,A,5468 m,249 m,NA,Challenger,1
