Name,Long,Lat,Program,Expedition,Site,Hole,water_depth,core,date,platform,Hiatus_status
ODP 162-986-A,9.0777,77.3406,ODP,162,986,A,2051.5 m,181.3 m,08/10/95 1208,JR,0
ODP 162-986-B,9.0777,77.3405,ODP,162,986,B,2053.1 m,15.1 m,08/11/95 1230,JR,0
ODP 162-986-C,9.0777,77.3405,ODP,162,986,C,2051.5 m,229.78 m,08/11/95 1425,JR,0
ODP 162-986-D,9.0776,77.3401,ODP,162,986,D,2051.5 m,241.56 m,08/14/95 1505,JR,0
ODP 162-987-A,-17.9374,70.4966,ODP,162,987,A,1671.6 m,173.01 m,08/23/95 0920,JR,0
ODP 162-987-B,-17.9369,70.4966,ODP,162,987,B,1671.9 m,74.18 m,08/24/95 0817,JR,0
ODP 162-987-C,-17.9365,70.4965,ODP,162,987,C,1670.5 m,44.91 m,08/24/95 1850,JR,0
ODP 162-987-D,-17.9363,70.4966,ODP,162,987,D,1672.8 m,268.46 m,08/24/95 2145,JR,0
ODP 162-987-E,-17.9365,70.4965,ODP,162,987,E,1672.7 m,308.82 m,08/26/95 2250,JR,0
ODP 163-988-A,-34.871,65.7042,ODP,163,988,A,262.6 m,9.59 m,09/08/95 1000,JR,0
ODP 163-989-A,-39.9019,63.5226,ODP,163,989,A,459.5 m,16.02 m,09/16/95 1055,JR,0
ODP 163-989-B,-39.9018,63.5226,ODP,163,989,B,459.5 m,73.96 m,09/17/95 1800,JR,0
ODP 163-990-A,-39.7801,63.4729,ODP,163,990,A,541.5 m,105.01 m,09/20/95 1745,JR,1
ODP 164-991-A,-75.93,32.9836,ODP,164,991,A,2567.5 m,58.56 m,11/05/95 0022,JR,0
ODP 164-991-B,-75.9299,32.9836,ODP,164,991,B,2567.5 m,1.04 m,11/05/95 1418,JR,0
ODP 164-992-A,-75.916,32.9757,ODP,164,992,A,2586.9 m,52.62 m,11/05/95 2330,JR,0
ODP 164-993-A,-75.8948,32.963,ODP,164,993,A,2641.8 m,45.7 m,11/06/95 0849,JR,0
ODP 164-994-A,-75.5459,31.7857,ODP,164,994,A,2797.6 m,37.29 m,11/07/95 1408,JR,0
ODP 164-994-B,-75.5457,31.7857,ODP,164,994,B,2797.6 m,6.94 m,11/07/95 2350,JR,0
ODP 164-994-C,-75.5459,31.7857,ODP,164,994,C,2799.1 m,501.47 m,11/08/95 0045,JR,0
ODP 164-994-D,-75.5458,31.7857,ODP,164,994,D,2799.1 m,69.43 m,11/15/95 0110,JR,0
ODP 164-995-A,-75.5224,31.8035,ODP,164,995,A,2778.5 m,478.71 m,11/20/95 0749,JR,0
ODP 164-995-B,-75.5223,31.8036,ODP,164,995,B,2776.9 m,61.77 m,11/26/95 1308,JR,0
ODP 164-996-A,-76.1909,32.4939,ODP,164,996,A,2169.6 m,17.28 m,12/03/95 2030,JR,0
ODP 164-996-B,-76.1909,32.4939,ODP,164,996,B,2172.7 m,3.4 m,12/04/95 1715,JR,0
ODP 164-996-C,-76.1909,32.494,ODP,164,996,C,2170.7 m,2.61 m,12/04/95 1855,JR,0
ODP 164-996-D,-76.1913,32.4939,ODP,164,996,D,2169.6 m,15.58 m,12/05/95 0300,JR,0
ODP 164-996-E,-76.1905,32.4939,ODP,164,996,E,2170 m,44.49 m,12/05/95 1600,JR,0
ODP 164-997-A,-75.4686,31.8431,ODP,164,997,A,2770.1 m,342.66 m,12/06/95 1235,JR,0
ODP 164-997-B,-75.4685,31.8433,ODP,164,997,B,2770.1 m,242.75 m,12/10/95 0030,JR,0
ODP 165-1000-A,-79.8674,16.5537,ODP,165,1000,A,915.9 m,538.28 m,02/01/96 0400,JR,0
ODP 165-1000-B,-79.8674,16.5536,ODP,165,1000,B,915.8 m,142.15 m,02/02/96 2230,JR,0
ODP 165-1001-A,-74.9105,15.7571,ODP,165,1001,A,3259.6 m,286.24 m,02/07/96 0245,JR,4
ODP 165-1001-B,-74.9104,15.757,ODP,165,1001,B,3259.4 m,201.1 m,02/12/96 1930,JR,4
ODP 165-1002-A,-65.1696,10.7061,ODP,165,1002,A,892.7 m,9.77 m,02/18/96 1145,JR,0
ODP 165-1002-B,-65.1696,10.7061,ODP,165,1002,B,892.7 m,6.24 m,02/18/96 1600,JR,0
ODP 165-1002-C,-65.1694,10.7061,ODP,165,1002,C,892.6 m,186 m,02/18/96 1630,JR,0
ODP 165-1002-D,-65.1693,10.7061,ODP,165,1002,D,893.2 m,162.29 m,02/19/96 0430,JR,0
ODP 165-1002-E,-65.1693,10.7061,ODP,165,1002,E,893.1 m,164.96 m,02/19/96 1720,JR,0
ODP 165-998-A,-82.9361,19.4896,ODP,165,998,A,3179.9 m,440.88 m,12/28/95 2115,JR,6
ODP 165-998-B,-82.936,19.4898,ODP,165,998,B,3179.8 m,287.88 m,01/02/96 1215,JR,6
ODP 165-999-A,-78.7393,12.744,ODP,165,999,A,2827.9 m,534.83 m,01/10/96 1930,JR,6
ODP 165-999-B,-78.7403,12.7433,ODP,165,999,B,2827.8 m,398 m,01/14/96 2315,JR,6
ODP 166-1003-A,-79.2607,24.5458,ODP,166,1003,A,481.4 m,129.12 m,02/28/96 1312,JR,4
ODP 166-1003-B,-79.2608,24.546,ODP,166,1003,B,483.3 m,187.44 m,02/29/96 1700,JR,4
ODP 166-1003-C,-79.2608,24.5461,ODP,166,1003,C,483.3 m,378.06 m,03/02/96 1045,JR,4
ODP 166-1003-D,-79.2607,24.546,ODP,166,1003,D,494.5 m,NA,03/25/96 0030,JR,4
ODP 166-1004-A,-79.2492,24.5547,ODP,166,1004,A,418.9 m,117.49 m,03/11/96 0957,JR,0
ODP 166-1005-A,-79.2357,24.5629,ODP,166,1005,A,350.7 m,149.58 m,03/12/96 1502,JR,0
ODP 166-1005-B,-79.2357,24.5628,ODP,166,1005,B,351.7 m,49.45 m,03/15/96 1530,JR,0
ODP 166-1005-C,-79.2357,24.5626,ODP,166,1005,C,351.6 m,107.1 m,03/16/96 0945,JR,0
ODP 166-1006-A,-79.459,24.3998,ODP,166,1006,A,657.9 m,646.93 m,03/20/96 0554,JR,0
ODP 166-1006-B,-79.4592,24.3998,ODP,166,1006,B,657.5 m,182.72 m,03/24/96 0440,JR,0
ODP 166-1006-C,-79.4593,24.3999,ODP,166,1006,C,658.4 m,6.55 m,03/24/96 1455,JR,0
ODP 166-1006-D,-79.4593,24.3999,ODP,166,1006,D,657.4 m,7.6 m,03/24/96 1615,JR,0
ODP 166-1007-A,-79.3223,24.5044,ODP,166,1007,A,650.3 m,6.65 m,03/29/96 0255,JR,5
ODP 166-1007-B,-79.3223,24.5044,ODP,166,1007,B,647.4 m,198.42 m,03/29/96 0630,JR,5
ODP 166-1007-C,-79.3225,24.5042,ODP,166,1007,C,647.3 m,503.27 m,03/30/96 1745,JR,5
ODP 166-1008-A,-79.0835,23.6107,ODP,166,1008,A,437.1 m,89.09 m,04/08/96 2005,JR,0
ODP 166-1009-A,-79.05,23.614,ODP,166,1009,A,307.9 m,179.2 m,04/09/96 1158,JR,0
ODP 167-1010-A,-118.1008,29.965,ODP,167,1010,A,3464.5 m,9.15 m,04/25/96 1045,JR,0
ODP 167-1010-B,-118.1007,29.9651,ODP,167,1010,B,3465.5 m,23.71 m,04/25/96 1930,JR,0
ODP 167-1010-C,-118.1008,29.9651,ODP,167,1010,C,3465.7 m,192.94 m,04/26/96 0015,JR,0
ODP 167-1010-D,-118.1006,29.965,ODP,167,1010,D,3466.7 m,54.47 m,04/27/96 0445,JR,0
ODP 167-1010-E,-118.1005,29.9651,ODP,167,1010,E,3464.7 m,185.23 m,04/27/96 2230,JR,0
ODP 167-1010-F,-118.1006,29.9649,ODP,167,1010,F,3465.4 m,56.76 m,04/28/96 2200,JR,0
ODP 167-1011-A,-117.633,31.2804,ODP,167,1011,A,2021.6 m,9.84 m,04/29/96 1715,JR,0
ODP 167-1011-B,-117.633,31.2803,ODP,167,1011,B,2021.6 m,271.05 m,04/29/96 2230,JR,0
ODP 167-1011-C,-117.633,31.2803,ODP,167,1011,C,2022.3 m,189.97 m,05/01/96 1830,JR,0
ODP 167-1011-D,-117.633,31.2803,ODP,167,1011,D,2020.2 m,17.24 m,05/02/96 1215,JR,0
ODP 167-1011-E,-117.516,31.2804,ODP,167,1011,E,2019.9 m,148.52 m,05/02/96 1330,JR,0
ODP 167-1012-A,-118.383,32.2828,ODP,167,1012,A,1773.3 m,269.74 m,05/03/96 0800,JR,0
ODP 167-1012-B,-118.383,32.2826,ODP,167,1012,B,1771.7 m,131.26 m,05/04/96 1430,JR,0
ODP 167-1012-C,-118.384,32.2828,ODP,167,1012,C,1771.9 m,86.89 m,05/05/96 0015,JR,0
ODP 167-1013-A,-118.898,32.8007,ODP,167,1013,A,1564.4 m,137.1 m,05/05/96 1345,JR,0
ODP 167-1013-B,-118.898,32.801,ODP,167,1013,B,1563.4 m,107.97 m,05/06/96 0630,JR,0
ODP 167-1013-C,-118.898,32.801,ODP,167,1013,C,1564.8 m,73.96 m,05/06/96 1400,JR,0
ODP 167-1014-A,-119.981,32.8332,ODP,167,1014,A,1164.8 m,404.35 m,05/08/96 0530,JR,0
ODP 167-1014-B,-119.981,32.8341,ODP,167,1014,B,1166.7 m,224.69 m,05/10/96 1845,JR,0
ODP 167-1014-C,-119.981,32.8341,ODP,167,1014,C,1165.4 m,19.53 m,05/11/96 1245,JR,0
ODP 167-1015-A,-118.819,33.7154,ODP,167,1015,A,900.8 m,139.12 m,05/12/96 0530,JR,0
ODP 167-1015-B,-118.818,33.7154,ODP,167,1015,B,901.5 m,81.32 m,05/12/96 1930,JR,0
ODP 167-1016-A,-122.276,34.5403,ODP,167,1016,A,3834.3 m,303.65 m,05/13/96 2230,JR,0
ODP 167-1016-B,-122.276,34.5386,ODP,167,1016,B,3836.6 m,218.1 m,05/17/96 0800,JR,0
ODP 167-1016-C,-122.276,34.5382,ODP,167,1016,C,3835.2 m,18.76 m,05/18/96 1030,JR,0
ODP 167-1016-D,-122.276,34.5384,ODP,167,1016,D,3834.4 m,154.16 m,05/18/96 1245,JR,0
ODP 167-1017-A,-121.107,34.5348,ODP,167,1017,A,955.6 m,9.86 m,05/19/96 1330,JR,0
ODP 167-1017-B,-121.106,34.5349,ODP,167,1017,B,955.1 m,188.74 m,05/19/96 1630,JR,0
ODP 167-1017-C,-121.107,34.5349,ODP,167,1017,C,956.1 m,169.37 m,05/20/96 0945,JR,0
ODP 167-1017-D,-121.107,34.5348,ODP,167,1017,D,955.3 m,w,05/21/96 0000,JR,0
ODP 167-1017-E,-121.107,34.535,ODP,167,1017,E,955.5 m,25.71 m,05/21/96 0900,JR,0
ODP 167-1018-A,-123.277,36.9883,ODP,167,1018,A,2477.4 m,426.85 m,05/22/96 0815,JR,0
ODP 167-1018-B,-123.275,36.9897,ODP,167,1018,B,2475.6 m,19.45 m,05/25/96 1430,JR,0
ODP 167-1018-C,-123.275,36.9898,ODP,167,1018,C,2476.8 m,261.44 m,05/25/96 1630,JR,0
ODP 167-1018-D,-123.275,36.9899,ODP,167,1018,D,2476 m,167.35 m,05/26/96 1600,JR,0
ODP 167-1019-A,-124.933,41.6828,ODP,167,1019,A,980.1 m,10.11 m,05/29/96 0730,JR,0
ODP 167-1019-B,-124.933,41.6829,ODP,167,1019,B,984.1 m,10.08 m,05/29/96 1130,JR,0
ODP 167-1019-C,-124.932,41.6829,ODP,167,1019,C,976.9 m,213.97 m,05/29/96 1200,JR,0
ODP 167-1019-D,-124.933,41.6828,ODP,167,1019,D,977.6 m,183.03 m,05/31/96 0145,JR,0
ODP 167-1019-E,-124.933,41.6827,ODP,167,1019,E,978.2 m,112.17 m,05/31/96 2100,JR,0
ODP 167-1020-A,-126.434,41.009,ODP,167,1020,A,3041.6 m,10.02 m,06/01/96 1445,JR,0
ODP 167-1020-B,-126.434,41.009,ODP,167,1020,B,3038.8 m,265 m,06/01/96 2050,JR,0
ODP 167-1020-C,-126.434,41.008,ODP,167,1020,C,3037.9 m,239.49 m,06/04/96 0315,JR,0
ODP 167-1020-D,-126.434,41.008,ODP,167,1020,D,3037.8 m,163.74 m,06/05/96 0600,JR,0
ODP 167-1021-A,-127.783,39.0875,ODP,167,1021,A,4215 m,9.86 m,06/06/96 1315,JR,0
ODP 167-1021-B,-127.783,39.0875,ODP,167,1021,B,4211.5 m,311.62 m,06/06/96 2030,JR,0
ODP 167-1021-C,-127.783,39.0874,ODP,167,1021,C,4212.9 m,170.39 m,06/08/96 1445,JR,0
ODP 167-1021-D,-127.783,39.0873,ODP,167,1021,D,4212.4 m,143.84 m,06/09/96 1230,JR,0
ODP 167-1022-A,-125.342,40.0808,ODP,167,1022,A,1927 m,171.57 m,06/11/96 0500,JR,0
ODP 167-1022-B,-125.342,40.0808,ODP,167,1022,B,1926 m,105.69 m,06/12/96 0000,JR,0
ODP 167-1022-C,-125.342,40.0807,ODP,167,1022,C,1926 m,378.85 m,06/12/96 1015,JR,0
ODP 168-1023-A,-128.792,47.9173,ODP,168,1023,A,2593.3 m,193.05 m,06/23/96 0915,JR,0
ODP 168-1024-A,-128.749,47.9087,ODP,168,1024,A,2612.4 m,9.19 m,06/25/96 0424,JR,0
ODP 168-1024-B,-128.752,47.9046,ODP,168,1024,B,2614 m,170.11 m,06/25/96 0915,JR,0
ODP 168-1024-C,-128.75,47.9089,ODP,168,1024,C,2612 m,0.12 m,07/30/96 1500,JR,0
ODP 168-1025-A,-128.648,47.8875,ODP,168,1025,A,2606.2 m,6.34 m,06/26/96 1215,JR,0
ODP 168-1025-B,-128.65,47.8833,ODP,168,1025,B,2613.6 m,90.98 m,06/26/96 1930,JR,0
ODP 168-1025-C,-128.648,47.8875,ODP,168,1025,C,2606.2 m,15.16 m,06/27/96 1345,JR,0
ODP 168-1026-A,-127.759,47.7626,ODP,168,1026,A,2658.1 m,105.57 m,06/30/96 0615,JR,0
ODP 168-1026-B,-127.759,47.7627,ODP,168,1026,B,2658 m,1.95 m,08/06/96 2045,JR,0
ODP 168-1026-C,-127.753,47.771,ODP,168,1026,C,2658 m,49.77 m,08/02/96 1345,JR,0
ODP 168-1027-A,-127.73,47.7569,ODP,168,1027,A,2657 m,9.92 m,07/01/96 0545,JR,0
ODP 168-1027-B,-127.73,47.7569,ODP,168,1027,B,2657 m,414.91 m,07/01/96 0900,JR,0
ODP 168-1027-C,-127.731,47.7565,ODP,168,1027,C,2656.2 m,29.13 m,07/19/96 2015,JR,0
ODP 168-1028-A,-128.504,47.858,ODP,168,1028,A,2659 m,124.91 m,08/05/96 1233,JR,0
ODP 168-1029-A,-128.376,47.8317,ODP,168,1029,A,2653 m,202.97 m,08/07/96 2055,JR,0
ODP 168-1030-A,-128.561,47.8975,ODP,168,1030,A,2574 m,9.76 m,08/09/96 1917,JR,0
ODP 168-1030-B,-128.561,47.8975,ODP,168,1030,B,2573 m,44.11 m,08/10/96 0015,JR,0
ODP 168-1031-A,-128.566,47.89,ODP,168,1031,A,2588 m,42.56 m,08/10/96 1415,JR,0
ODP 168-1032-A,-128.122,47.7796,ODP,168,1032,A,2645 m,50.86 m,08/11/96 1157,JR,0
ODP 169-1033-A,-123.5034,48.5906,ODP,169,1033,A,226.8 m,9.09 m,08/19/96 1253,JR,0
ODP 169-1033-B,-123.5033,48.5907,ODP,169,1033,B,228.7 m,106.35 m,08/19/96 1630,JR,0
ODP 169-1033-C,-123.5033,48.5907,ODP,169,1033,C,226.1 m,75.87 m,08/19/96 2300,JR,0
ODP 169-1033-D,-123.5033,48.5906,ODP,169,1033,D,226.5 m,73.78 m,08/20/96 0345,JR,0
ODP 169-1034-A,-123.5,48.6333,ODP,169,1034,A,203.7 m,10.05 m,08/20/96 0830,JR,0
ODP 169-1034-B,-123.5,48.6333,ODP,169,1034,B,203 m,117.22 m,08/20/96 1230,JR,0
ODP 169-1034-C,-123.5,48.6334,ODP,169,1034,C,201.2 m,97.38 m,08/20/96 1815,JR,0
ODP 169-1034-D,-123.5,48.6333,ODP,169,1034,D,201.5 m,103.77 m,08/20/96 2315,JR,0
ODP 169-1034-E,-123.4999,48.6333,ODP,169,1034,E,201.3 m,92.48 m,08/21/96 0445,JR,0
ODP 169-1035-A,-128.682,48.4337,ODP,169,1035,A,2444.9 m,119.47 m,09/08/96 0500,JR,0
ODP 169-1035-B,-128.681,48.4332,ODP,169,1035,B,2447.5 m,0.01 m,09/11/96 1500,JR,0
ODP 169-1035-C,-128.681,48.4332,ODP,169,1035,C,2447.5 m,2.09 m,09/12/96 0530,JR,0
ODP 169-1035-D,-128.68,48.4337,ODP,169,1035,D,2448.3 m,51.37 m,09/13/96 0000,JR,0
ODP 169-1035-E,-128.6809,48.4328,ODP,169,1035,E,2453.1 m,47.72 m,09/15/96 0145,JR,0
ODP 169-1035-F,-128.681,48.4331,ODP,169,1035,F,2447.4 m,22.55 m,09/17/96 1000,JR,0
ODP 169-1035-G,-128.6819,48.4337,ODP,169,1035,G,2445 m,21.1 m,09/19/96 1200,JR,0
ODP 169-1035-H,-128.6819,48.4305,ODP,169,1035,H,2443.3 m,33.25 m,09/20/96 2015,JR,0
ODP 169-1036-A,-128.7097,48.4562,ODP,169,1036,A,2407.4 m,34.79 m,09/15/96 2115,JR,0
ODP 169-1036-B,-128.7101,48.4564,ODP,169,1036,B,2414.4 m,46.72 m,09/16/96 0730,JR,0
ODP 169-1036-C,-128.7105,48.4566,ODP,169,1036,C,2413.5 m,46.87 m,09/16/96 1830,JR,0
ODP 169-1037-A,-127.5152,40.9549,ODP,169,1037,A,3302.3 m,9.79 m,09/24/96 2300,JR,0
ODP 169-1037-B,-127.515,40.955,ODP,169,1037,B,3300.2 m,426.95 m,09/25/96 0820,JR,0
ODP 169-1038-A,-127.4943,41.0003,ODP,169,1038,A,3221.8 m,2.65 m,10/02/96 1815,JR,0
ODP 169-1038-B,-127.4978,41.0004,ODP,169,1038,B,3254.3 m,13.8 m,10/03/96 2240,JR,0
ODP 169-1038-C,-127.4934,41.003,ODP,169,1038,C,3227.2 m,3.16 m,10/04/96 1900,JR,0
ODP 169-1038-D,-127.4936,41.0024,ODP,169,1038,D,3225.2 m,3.23 m,10/05/96 0515,JR,0
ODP 169-1038-E,-127.4941,41,ODP,169,1038,E,3209.2 m,2.41 m,10/06/96 1130,JR,0
ODP 169-1038-F,-127.4881,40.9955,ODP,169,1038,F,3240.2 m,6.62 m,10/06/96 0615,JR,0
ODP 169-1038-G,-127.4881,40.9954,ODP,169,1038,G,3239.2 m,44.88 m,10/07/96 0015,JR,0
ODP 169-1038-H,-127.4942,41.0001,ODP,169,1038,H,3222.2 m,30 m,10/08/96 1000,JR,0
ODP 169-1038-I,-127.4927,40.9981,ODP,169,1038,I,3215.2 m,191.13 m,10/09/96 1530,JR,0
ODP 169-856-H,-128.681,48.4337,ODP,169,856,H,2423.2 m,49.22 m,08/24/96 0000,JR,0
ODP 169-857-D,-128.7108,48.442,ODP,169,857,D,2419.4 m,0.01 m,09/05/96 1330,JR,0
ODP 169-858-G,-128.7088,48.456,ODP,169,858,G,2414.9 m,5.17 m,09/01/96 0700,JR,0
ODP 170-1039-A,-86.2001,9.6399,ODP,170,1039,A,4351.7 m,28.91 m,11/01/96 0930,JR,0
ODP 170-1039-B,-86.2,9.64,ODP,170,1039,B,4353.5 m,382.46 m,11/02/96 0330,JR,0
ODP 170-1039-C,-86.2,9.6397,ODP,170,1039,C,4351.4 m,37.65 m,11/08/96 1400,JR,0
ODP 170-1039-D,-86.2,9.6395,ODP,170,1039,D,4351.3 m,NA,11/18/96 1200,JR,0
ODP 170-1040-A,-86.1791,9.6617,ODP,170,1040,A,4177 m,9.58 m,11/05/96 0345,JR,0
ODP 170-1040-B,-86.1791,9.6617,ODP,170,1040,B,4178 m,127.92 m,11/05/96 1545,JR,0
ODP 170-1040-C,-86.1789,9.6616,ODP,170,1040,C,4177.9 m,377.28 m,11/11/96 0530,JR,0
ODP 170-1040-D,-86.1793,9.6619,ODP,170,1040,D,4177.9 m,NA,11/20/96 0915,JR,0
ODP 170-1040-E,-86.1792,9.6621,ODP,170,1040,E,4177.9 m,NA,11/23/96 0315,JR,0
ODP 170-1041-A,-86.1165,9.7337,ODP,170,1041,A,3306.1 m,114.32 m,11/24/96 1845,JR,0
ODP 170-1041-B,-86.1163,9.7337,ODP,170,1041,B,3305.9 m,132.97 m,11/27/96 0915,JR,0
ODP 170-1041-C,-86.1157,9.7331,ODP,170,1041,C,3305.9 m,6.85 m,11/30/96 0345,JR,0
ODP 170-1042-A,-86.1126,9.6558,ODP,170,1042,A,3593.8 m,12.85 m,12/01/96 1345,JR,0
ODP 170-1042-B,-86.1123,9.6555,ODP,170,1042,B,3581.2 m,8.89 m,12/04/96 0715,JR,0
ODP 170-1042-C,-86.112,9.6552,ODP,170,1042,C,3573.6 m,NA,12/13/96 0345,JR,0
ODP 170-1043-A,-86.186,9.6545,ODP,170,1043,A,4312.7 m,224.07 m,12/08/96 0400,JR,0
ODP 170-1043-B,-86.1857,9.6543,ODP,170,1043,B,4309.6 m,NA,12/11/96 0545,JR,0
ODP 171-1044-A,-58.6413,15.5399,ODP,171,1044,A,4972 m,NA,12/26/96 2100,JR,0
ODP 171-1045-A,-58.7237,15.5373,ODP,171,1045,A,4971 m,NA,12/30/96 0700,JR,0
ODP 171-1046-A,-58.7143,15.5365,ODP,171,1046,A,5017 m,NA,12/31/96 1945,JR,0
ODP 171-1047-A,-58.7032,15.5306,ODP,171,1047,A,5056 m,NA,01/03/97 1530,JR,0
ODP 171-1048-A,-58.6763,15.5338,ODP,171,1048,A,5053 m,NA,01/05/97 2115,JR,0
ODP 171-1049-A,-76.1122,30.1424,ODP,171,1049,A,2656.1 m,104.32 m,01/13/97 1315,JR,4
ODP 171-1049-B,-76.1121,30.1424,ODP,171,1049,B,2670.8 m,81.63 m,01/15/97 0400,JR,4
ODP 171-1049-C,-76.1121,30.1423,ODP,171,1049,C,2670.8 m,88.86 m,01/16/97 0030,JR,4
ODP 171-1050-A,-76.235,30.1,ODP,171,1050,A,2299.8 m,293.7 m,01/17/97 0130,JR,4
ODP 171-1050-B,-76.2349,30.1,ODP,171,1050,B,2299.8 m,219.44 m,01/20/97 0015,JR,4
ODP 171-1050-C,-76.235,30.0999,ODP,171,1050,C,2296.5 m,200.19 m,02/08/97 1930,JR,4
ODP 171-1051-A,-76.3576,30.0529,ODP,171,1051,A,1982.7 m,599.89 m,01/21/97 1915,JR,4
ODP 171-1051-B,-76.3578,30.0531,ODP,171,1051,B,1980.6 m,508.18 m,01/27/97 0200,JR,4
ODP 171-1052-A,-76.6266,29.9515,ODP,171,1052,A,1344.5 m,159.63 m,01/30/97 1500,JR,4
ODP 171-1052-B,-76.6268,29.9513,ODP,171,1052,B,1345 m,115.65 m,01/31/97 1200,JR,4
ODP 171-1052-C,-76.6268,29.9513,ODP,171,1052,C,1345 m,19.91 m,01/31/97 2045,JR,4
ODP 171-1052-D,-76.6269,29.9513,ODP,171,1052,D,1342.5 m,19.41 m,01/31/97 2200,JR,4
ODP 171-1052-E,-76.6268,29.9513,ODP,171,1052,E,1343.5 m,327.9 m,02/01/97 0200,JR,4
ODP 171-1052-F,-76.6268,29.9513,ODP,171,1052,F,1342 m,129.12 m,02/06/97 0430,JR,4
ODP 171-1053-A,-76.5236,29.9923,ODP,171,1053,A,1629.5 m,189.5 m,02/06/97 2030,JR,4
ODP 171-1053-B,-76.5236,29.9923,ODP,171,1053,B,1630.3 m,170.11 m,02/07/97 1820,JR,4
ODP 172-1054-A,-76.2833,33,ODP,172,1054,A,1291.3 m,182.55 m,02/19/97 1817,JR,0
ODP 172-1054-B,-76.2833,32.9997,ODP,172,1054,B,1293.6 m,106.29 m,02/20/97 2015,JR,0
ODP 172-1054-C,-76.2833,32.9995,ODP,172,1054,C,1294.7 m,104.55 m,02/21/97 0455,JR,0
ODP 172-1055-A,-76.2862,32.784,ODP,172,1055,A,1798.7 m,9.82 m,02/21/97 1851,JR,0
ODP 172-1055-B,-76.2863,32.784,ODP,172,1055,B,1797.7 m,137.99 m,02/22/97 0045,JR,0
ODP 172-1055-C,-76.2863,32.7843,ODP,172,1055,C,1797.7 m,126.1 m,02/22/97 0945,JR,0
ODP 172-1055-D,-76.2863,32.7845,ODP,172,1055,D,1798.6 m,136.99 m,02/22/97 1955,JR,0
ODP 172-1055-E,-76.2863,32.7849,ODP,172,1055,E,1797.7 m,18.48 m,02/23/97 0605,JR,0
ODP 172-1056-A,-76.33,32.485,ODP,172,1056,A,2166.7 m,9.98 m,02/23/97 2209,JR,0
ODP 172-1056-B,-76.33,32.485,ODP,172,1056,B,2166.6 m,171.81 m,02/24/97 0400,JR,0
ODP 172-1056-C,-76.3302,32.4852,ODP,172,1056,C,2166.9 m,166.25 m,02/24/97 1625,JR,0
ODP 172-1056-D,-76.3304,32.4854,ODP,172,1056,D,2166.4 m,132.46 m,02/25/97 0500,JR,0
ODP 172-1057-A,-76.0792,32.0292,ODP,172,1057,A,2583.7 m,141.67 m,02/25/97 2246,JR,0
ODP 172-1057-B,-76.0792,32.0289,ODP,172,1057,B,2584.5 m,145.08 m,02/26/97 1458,JR,0
ODP 172-1057-C,-76.0792,32.0286,ODP,172,1057,C,2583.2 m,77.46 m,02/27/97 0305,JR,0
ODP 172-1058-A,-75.4301,31.6903,ODP,172,1058,A,2984.5 m,164.56 m,02/27/97 2106,JR,0
ODP 172-1058-B,-75.4301,31.69,ODP,172,1058,B,2984 m,166 m,02/28/97 1659,JR,0
ODP 172-1058-C,-75.43,31.6898,ODP,172,1058,C,2984 m,173.81 m,03/01/97 0655,JR,0
ODP 172-1059-A,-75.4188,31.6744,ODP,172,1059,A,2985.4 m,105.49 m,03/03/97 2307,JR,0
ODP 172-1059-B,-75.4185,31.6742,ODP,172,1059,B,2985.2 m,95.91 m,03/04/97 1445,JR,0
ODP 172-1059-C,-75.4183,31.674,ODP,172,1059,C,2984.7 m,100.54 m,03/05/97 0010,JR,0
ODP 172-1060-A,-74.4665,30.76,ODP,172,1060,A,3481.2 m,177.74 m,03/05/97 2300,JR,0
ODP 172-1060-B,-74.4665,30.7598,ODP,172,1060,B,3480.8 m,134.23 m,03/06/97 2200,JR,0
ODP 172-1060-C,-74.4665,30.7595,ODP,172,1060,C,3481.2 m,130.78 m,03/07/97 0925,JR,0
ODP 172-1061-A,-73.5999,29.975,ODP,172,1061,A,4046.6 m,298.2 m,03/08/97 1325,JR,0
ODP 172-1061-B,-73.5999,29.9753,ODP,172,1061,B,4043.6 m,9.82 m,03/11/97 1325,JR,0
ODP 172-1061-C,-73.5999,29.9753,ODP,172,1061,C,4036.8 m,174.61 m,03/11/97 1645,JR,0
ODP 172-1061-D,-73.5998,29.9755,ODP,172,1061,D,4038.4 m,194.95 m,03/12/97 1048,JR,0
ODP 172-1061-E,-73.5999,29.9759,ODP,172,1061,E,4035.7 m,19.53 m,03/13/97 0837,JR,0
ODP 172-1062-A,-74.407,28.2464,ODP,172,1062,A,4763.3 m,181.24 m,03/14/97 1045,JR,0
ODP 172-1062-B,-74.407,28.2465,ODP,172,1062,B,4763 m,239.08 m,03/15/97 2345,JR,0
ODP 172-1062-C,-74.4069,28.2466,ODP,172,1062,C,4760.6 m,134.56 m,03/17/97 0625,JR,0
ODP 172-1062-D,-74.4069,28.2463,ODP,172,1062,D,4760.2 m,82.66 m,03/17/97 2235,JR,0
ODP 172-1062-E,-74.4176,28.2461,ODP,172,1062,E,4774 m,203.72 m,03/18/97 1010,JR,0
ODP 172-1062-F,-74.4177,28.2462,ODP,172,1062,F,4773.7 m,83.77 m,03/19/97 1713,JR,0
ODP 172-1062-G,-74.4104,28.2459,ODP,172,1062,G,4747.5 m,9.27 m,03/20/97 0300,JR,0
