unique sample ID or species Name,Which image file (or paper for modern),which object number,Which slide in the powerpoint,KPg. 66.04; Modern=0,type name,Taxonomy,Updated 6/13/2020,Genus,Family,Order,Class
SampleID,Image,ObjNum,SlideNum,Age,Type,Possible_Name,Accepted_Name,Genus,Family,Order,Class
Chlamydoselachus_anguineus,Castro,"Pg. 22, Fig. 1d",2,0,Central Ridged Triangle,Chlamydoselachus anguineus,Chlamydoselachus anguineus,Chlamydoselachus,Chlamydoselachidae,Hexanchiformes,Elasmobranchii
Heptranchias_perlo,Castro,"Pg. 28, Fig. 2d",3,0,Trident,Heptranchias perlo,Heptranchias perlo,Heptranchias,Hexanchidae,Hexanchiformes,Elasmobranchii
Hexanchus_griseus,Castro,Pg. 31,4,0,Round Sided Trident,Hexanchus griseus,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Hexanchus_nakamurai,Castro,Pg. 36,5,0,Round Sided Trident,Hexanchus nakamurai,Hexanchus nakamurai,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Notorynchus_cepedianus,Castro,Pg. 38,6,0,Trident,Notorynchus cepedianus,Notorynchus cepedianus,Notorynchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Echinorhinus_brucus,Castro,Pg. 44,7,0,Radial Angled Spines,Echinorhinus brucus,Echinorhinus brucus,Echinorhinus,Echinorhinidae,Squaliformes,Elasmobranchii
Echinorhinus_cookei,Castro,Pg. 47,8,0,Radial Angled Spines,Echinorhinus cookei,Echinorhinus cookei,Echinorhinus,Echinorhinidae,Squaliformes,Elasmobranchii
Cirrhigaleus_asper,Castro,Pg. 52,9,0,Funky Central Ridged Spade,Cirrhigaleus asper,Cirrhigaleus asper,Cirrhigaleus,Squalidae,Squaliformes,Elasmobranchii
Squalus_acanthias,Castro,Pg. 55,10,0,Round Sided Trident,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus_cubensis,Castro,Pg. 63,11,0,Oak Leaf,Squalus cubensis,Squalus cubensis,Squalus,Squalidae,Squaliformes,Elasmobranchii
Centrophorus_squamosus,Castro,Pg. 76,12,0,Funky Central Ridged Spade,Centrophorus squamosus,Centrophorus squamosus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus_tessellatus,Castro,Pg. 79 15 d,13,0,Minnie Indented Shell,Centrophorus tessellatus,Centrophorus tessellatus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus_niaukang,Castro,Pg. 73 13 d,14,0,Minnie Indented Shell,Centrophorus niaukang,Centrophorus granulosus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus_isodon,Castro,Pg. 71 12 e,15,0,Minnie Indented Shell,Centrophorus isodon,Centrophorus isodon,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Squalus_mitsukuri,Castro,Pg. 65,16,0,Funky Central Ridged Spade,Squalus mitsukuri,Squalus mitsukurii,Squalus,Squalidae,Squaliformes,Elasmobranchii
Centroscyllium_fabricii,Castro,Pg. 93,17,0,Radial Angled Spines,Centroscyllium fabricii,Centroscyllium fabricii,Centroscyllium,Etmopteridae,Squaliformes,Elasmobranchii
Deania_profundorum,Castro,Pg. 89,18,0,Dagger,Deania profundorum,Deania profundorum,Deania,Centrophoridae,Squaliformes,Elasmobranchii
Deania_calcea,Castro,Pg. 86,19,0,Dagger,Deania calcea,Deania calcea,Deania,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus_a.,Castro,Pg. 84 17 d,20,0,Minnie Indented Shell,Centrophorus a.,Centrophorus a.__a__,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus_b.,Castro,Pg. 85 18 d,21,0,Minnie Indented Shell,Centrophorus b.,Centrophorus b.__a__,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus_uyato,Castro,Pg. 81 16 e,22,0,Minnie Indented Shell,Centrophorus uyato,Centrophorus uyato,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centroscyllium_nigrum,Castro,Pg. 96,23,0,Radial Angled Spines,Centroscyllium nigrum,Centroscyllium nigrum,Centroscyllium,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus_bigelowi,Castro,Pg. 98,24,0,Kite-Like,Etmopterus bigelowi,Etmopterus bigelowi,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus_bullisi,Castro,Pg. 101,25,0,Triangular Spines,Etmopterus bullisi,Etmopterus bullisi,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus_gracilispinis,Castro,Ps. 103,26,0,Triangular Spines,Etmopterus gracilispinis,Etmopterus gracilispinis,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus_hillianus,Castro,Pg. 105,27,0,Circular tipping spines,Etmopterus hillianus,Etmopterus hillianus,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus_princeps,Castro,Pg. 107,28,0,Triangular Spines,Etmopterus princeps,Etmopterus princeps,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus_schultzi,Castro,Pg. 110,29,0,Triangular Spines,Etmopterus schultzi,Etmopterus schultzi,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus_virens,Castro,Pg. 112,30,0,Circular tipping spines,Etmopterus virens,Etmopterus virens,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Centroscymnus_coelolepis,Castro,Pg. 117,31,0,Smooth Petal,Centroscymnus coelolepis,Centroscymnus coelolepis,Centroscymnus,Somniosidae,Squaliformes,Elasmobranchii
Centroscymnus_owstoni,Castro,Pg. 120,32,0,Smooth Petal,Centroscymnus owstoni,Centroscymnus owstonii,Centroscymnus,Somniosidae,Squaliformes,Elasmobranchii
Zameus_squamulosus,Castro,Pg. 122,33,0,Round Bottomed Textured Tulip,Zameus squamulosus,Zameus squamulosus,Zameus,Somniosidae,Squaliformes,Elasmobranchii
Somniosus_pacificus,Castro,Pg. 131,35,0,Circular tipping spines,Somniosus pacificus,Somniosus pacificus,Somniosus,Somniosidae,Squaliformes,Elasmobranchii
Somniosus_rostratus,Castro,Pg. 135,36,0,Central Ridged Triangle,Somniosus rostratus,Somniosus rostratus,Somniosus,Somniosidae,Squaliformes,Elasmobranchii
Oxynotus_caribbaeus,Castro,Pg. 138,37,0,Dagger,Oxynotus caribbaeus,Oxynotus caribbaeus,Oxynotus,Oxynotidae,Squaliformes,Elasmobranchii
Dalatias_licha,Castro,Pg. 142,38,0,Central Ridged Triangle,Dalatias licha,Dalatias licha,Dalatias,Dalatiidae,Squaliformes,Elasmobranchii
Isistius_brasiliensis,Castro,Pg. 145,39,0,Kite with Bubble,Isistius brasiliensis,Isistius brasiliensis,Isistius,Dalatiidae,Squaliformes,Elasmobranchii
Isistius_plutodus,Castro,Pg. 151,40,0,Sharp Kite,Isistius plutodus,Isistius plutodus,Isistius,Dalatiidae,Squaliformes,Elasmobranchii
Euprotomicrus_bispinatus,Castro,Pg. 153,41,0,Many Celled Central Complex Polygon,Euprotomicrus bispinatus,Euprotomicrus bispinatus,Euprotomicrus,Dalatiidae,Squaliformes,Elasmobranchii
Squaliolus_laticaudus,Castro,Pg. 156,42,0,Sharp Kite,Squaliolus laticaudus,Squaliolus laticaudus,Squaliolus,Dalatiidae,Squaliformes,Elasmobranchii
Pristiophorus_schroederi,Castro,Pg. 160,43,0,Trident,Pristiophorus schroederi,Pristiophorus schroederi,Pristiophorus,Pristiophoridae,Pristiophoriformes,Elasmobranchii
Squatina_californica,Castro,Pg. 163,44,0,Smooth Petal,Squatina californica,Squatina californica,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina_dumeril,Castro,Pg. 167,45,0,Smooth Petal,Squatina dumeril,Squatina dumeril,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina_heteroptera,Castro,Pg. 170 ,46,0,Troughed Petal with Extended Center,Squatina heteroptera,Squatina heteroptera,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina_mexicana,Castro,Pg. 172,47,0,Troughed Petal with Extended Center,Squatina mexicana,Squatina mexicana,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Heterodontus_mexicanus,Castro,Pg. 179,48,0,Criss cross,Heterodontus mexicanus,Heterodontus mexicanus,Heterodontus,Heterodontidae,Heterodontiformes,Elasmobranchii
Heterodontus_francisci,Castro,Pg. 175,49,0,Criss cross,Heterodontus francisci,Heterodontus francisci,Heterodontus,Heterodontidae,Heterodontiformes,Elasmobranchii
Ginglymostoma_cirratum,Castro,Pg. 184,50,0,Ridged Circle,Ginglymostoma cirratum,Ginglymostoma cirratum,Ginglymostoma,Ginglymostomatidae,Orectolobiformes,Elasmobranchii
Ginglymostoma_unami,Castro,Pg. 191,51,0,Ridged Circle,Ginglymostoma unami,Ginglymostoma unami,Ginglymostoma,Ginglymostomatidae,Orectolobiformes,Elasmobranchii
Rhincodon_typus,Castro,Pg. 194,52,0,Central Ridged Extended Trident,Rhincodon typus,Rhincodon typus,Rhincodon,Rhincodontidae,Orectolobiformes,Elasmobranchii
Mitsukurina_owstoni,Castro,Pg. 202,53,0,Circular tipping spines,Mitsukurina owstoni,Mitsukurina owstoni,Mitsukurina,Mitsukurinidae,Lamniformes,Elasmobranchii
Carcharias_taurus,Castro,Pg. 208,54,0,Funky Central Ridged Spade,Carcharias taurus,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Elasmobranchii
Odontaspis_ferox,Castro,Pg. 215,55,0,Round Sided Trident,Odontaspis ferox,Odontaspis ferox,Odontaspis,Odontaspididae,Lamniformes,Elasmobranchii
Odontaspis_noronhai,Castro,Pg. 218,56,0,Single Ridged Spade,Odontaspis noronhai,Odontaspis noronhai,Odontaspis,Odontaspididae,Lamniformes,Elasmobranchii
Pseudocarcharias_kamoharai,Castro,Pg. 222,57,0,Central Ridged Triangle,Pseudocarcharias kamoharai,Pseudocarcharias kamoharai,Pseudocarcharias,Pseudocarchariidae,Lamniformes,Elasmobranchii
Megachasma_pelagios,Castro,Pg. 226,58,0,Lopsided Trident,Megachasma pelagios,Megachasma pelagios,Megachasma,Megachasmidae,Lamniformes,Elasmobranchii
Alopias_pelagicus,Castro,Pg. 233,59,0,Trident,Alopias pelagicus,Alopias pelagicus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias_superciliosus,Castro,Pg. 236,60,0,Triangular Spines,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias_vulpinus,Castro,Pg. 241,61,0,Five Thin Ridged Fan,Alopias vulpinus,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Cetorhinus_maximus,Castro,Pg. 249,62,0,Triangular Spines,Cetorhinus maximus,Cetorhinus maximus,Cetorhinus,Cetorhinidae,Lamniformes,Elasmobranchii
Carcharodon_carcharias,Castro,Pg. 258,63,0,Trident,Carcharodon carcharias,Carcharodon carcharias,Carcharodon,Lamnidae,Lamniformes,Elasmobranchii
Apristurus_canutus,Castro,Pg. 299,64,0,Round Bottomed Textured Tulip,Apristurus canutus,Apristurus canutus,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Apristurus_kampae,Castro,Pg. 301,65,0,Round Bottomed Textured Tulip,Apristurus kampae,Apristurus kampae,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Apristurus_laurussonii,Castro,Pg. 303,66,0,Round Bottomed Textured Tulip,Apristurus laurussonii,Apristurus laurussonii,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Apristurus_manis,Castro,Pg. 205,67,0,Round Bottomed Textured Tulip,Apristurus manis,Apristurus manis,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Apristurus_melanoasper,Castro,Pg. 307,68,0,Round Bottomed Textured Tulip,Apristurus melanoasper,Apristurus melanoasper,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Apristurus_parvipinnis,Castro,Pg. 309,69,0,Extended Central Ridged and Textured Trident,Apristurus parvipinnis,Apristurus parvipinnis,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Apristurus_profundorum,Castro,Pg. 311,70,0,Round Bottomed Textured Tulip,Apristurus profundorum,Apristurus profundorum,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Apristurus_riveri,Castro,Pg. 314,71,0,Round Bottomed Textured Tulip,Apristurus riveri,Apristurus riveri,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Apristurus_sp.,Castro,Pg. 316,72,0,Round Bottomed Textured Tulip,Apristurus sp.,Apristurus sp.,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Cephaloscyllium_ventriosum,Castro,Pg. 318,73,0,Smooth Spade,Cephaloscyllium ventriosum,Cephaloscyllium ventriosum,Cephaloscyllium,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Cephalurus_cephalus,Castro,Pg. 321,74,0,Circular tipping spines,Cephalurus cephalus,Cephalurus cephalus,Cephalurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Galeus_arae,Castro,Pg. 323,75,0,Extended Central Ridged and Textured Trident,Galeus arae,Galeus arae,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Galeus_springeri,Castro,Pg. 326,76,0,Central Ridged Extended Trident,Galeus springeri,Galeus springeri,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Galeus_piperatus,Castro,Pg. 328,77,0,Central Ridged Extended Trident,Galeus piperatus,Galeus piperatus,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Parmaturus_campechiensis,Castro,Pg. 330,78,0,Extended Central Ridged and Textured Trident,Parmaturus campechiensis,Parmaturus campechiensis,Parmaturus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Parmaturus_xaniurus,Castro,Pg. 332,79,0,Triangular Spines,Parmaturus xaniurus,Parmaturus xaniurus,Parmaturus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Schroederichthys_maculatus,Castro,Pg. 334,80,0,Troughed Petal with Extended Center,Schroederichthys maculatus,Schroederichthys maculatus,Schroederichthys,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Scyliorhinus_boa,Castro,Pg. 336,81,0,Many Ridged Petal,Scyliorhinus boa,Scyliorhinus boa,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Scyliorhinus_hesperius,Castro,Pg. 338,82,0,Three Ridged Extended Petal,Asymbolus occiduus,Asymbolus occiduus,Asymbolus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Scyliorhinus_meadi,Castro,Pg. 340,83,0,Three Ridged Petal,Scyliorhinus meadi,Scyliorhinus meadi,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Scyliorhinus_retifer,Castro,Pg. 342,84,0,Bottom Bulbed Three Ridged Petal,Scyliorhinus retifer,Scyliorhinus retifer,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Scyliorhinus_sp.,Castro,Pg. 346,85,0,Central Five Ridged Extended Trident,Scyliorhinus sp.,Scyliorhinus sp.__a__,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Scyliorhinus_torrei,Castro,Pg. 347,86,0,Bottom Bulbed Three Ridged Petal,Scyliorhinus torrei,Scyliorhinus torrei,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii
Eridacnis_barbouri,Castro,Pg. 350,87,0,Troughed Petal with Extended Center,Eridacnis barbouri,Eridacnis barbouri,Eridacnis,Proscylliidae,Carcharhiniformes,Elasmobranchii
Pseudotriakis_microdon,Castro,Pg. 353,88,0,Central Ridged Petal,Pseudotriakis microdon,Pseudotriakis microdon,Pseudotriakis,Pseudotriakidae,Carcharhiniformes,Elasmobranchii
Galeorhinus_galeus,Castro,Pg. 361,89,0,Trident,Galeorhinus galeus,Galeorhinus galeus,Galeorhinus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_albipinnis,Castro,Pg. 364,90,0,Stretched Minnie Indented Shell,Mustelus albipinnis,Mustelus albipinnis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_californicus,Castro,Pg. 366,91,0,Smooth Petal,Mustelus californicus,Mustelus californicus,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Castro,Pg. 369,92,0,Four Thin Ridged Petal,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_dorsalis,Castro,Pg. 372,93,0,Three Ridged Petal,Mustelus dorsalis,Mustelus dorsalis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_henlei,Castro,Pg. 374,94,0,Troughed Petal with Extended Center,Mustelus henlei,Mustelus henlei,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_lunulatus,Castro,Pg. 377,95,0,Central Troughed Petal,Mustelus lunulatus,Mustelus lunulatus,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_norrisi,Castro,Pg. 379,96,0,Central Troughed Petal,Mustelus norrisi,Mustelus norrisi,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_sinusmexicanus,Castro,Pg. 382,97,0,Troughed Petal with Extended Center,Mustelus sinusmexicanus,Mustelus sinusmexicanus,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Triakis_semifasciata,Castro,Pg. 384,98,0,Single Ridged Spade,Triakis semifasciata,Triakis semifasciata,Triakis,Triakidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_acronotus,Castro,Pg. 393,99,0,Five Thin Ridged Fan,Carcharhinus acronotus,Carcharhinus acronotus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_albimarginatus,Castro,Pg. 397,100,0,Five Thin Ridged Fan,Carcharhinus albimarginatus,Carcharhinus albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_altimus,Castro,Pg. 400,101,0,Ridged Circle,Carcharhinus altimus,Carcharhinus altimus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_brachyurus,Castro,Pg. 403,102,0,Five Ridged Linear Fan,Carcharhinus brachyurus,Carcharhinus brachyurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_brevipinna,Castro,Pg. 407,103,0,Five Thin Ridged Fan,Carcharhinus brevipinna,Carcharhinus brevipinna,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_cerdale,Castro,Pg. 410,104,0,Ridged Circle,Carcharhinus cerdale,Carcharhinus cerdale,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_falciformis,Castro,Pg. 413,105,0,Five Thin Ridged Fan,Carcharhinus falciformis,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_galapagensis,Castro,Pg. 417,106,0,Five Thin Ridged Fan,Carcharhinus galapagensis,Carcharhinus galapagensis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_isodon,Castro,Pg. 421,107,0,Five Ridged Linear Fan,Carcharhinus isodon,Carcharhinus isodon,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_leucas,Castro,Pg. 426,108,0,Five Ridged Linear Fan,Carcharhinus leucas,Carcharhinus leucas,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_limbatus,Castro,Pg. 432,109,0,Five Thin Ridged Fan,Carcharhinus limbatus,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_longimanus,Castro,Pg. 438,110,0,Five Thin Ridged Fan,Carcharhinus longimanus,Carcharhinus longimanus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_obscurus,Castro,Pg. 444,111,0,Five Thin Ridged Fan,Carcharhinus obscurus,Carcharhinus obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_perezii,Castro,Pg. 449,112,0,Five Thin Ridged Fan,Carcharhinus perezii,Carcharhinus perezi,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_plumbeus,Castro,Pg. 453,113,0,Ridged Circle,Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_porosus,Castro,Pg. 459,114,0,Trident,Carcharhinus porosus,Carcharhinus porosus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Carcharhinus_signatus,Castro,Pg. 463,115,0,Trident,Carcharhinus signatus,Carcharhinus signatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Galeocerdo_cuvier,Castro,Pg. 466,116,0,Funky Central Ridged Spade,Galeocerdo cuvier,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Sphyrna_lewini,Castro,Pg. 509,117,0,Five Thin Ridged Fan,Sphyrna lewini,Sphyrna lewini,Sphyrna,Sphyrnidae,Carcharhiniformes,Elasmobranchii
Sphyrna_media,Castro,Pg. 514,118,0,Five Ridged Linear Fan,Sphyrna media,Sphyrna media,Sphyrna,Sphyrnidae,Carcharhiniformes,Elasmobranchii
Sphyrna_mokarran,Castro,Pg. 516,119,0,Five Ridged Linear Fan,Sphyrna mokarran,Sphyrna mokarran,Sphyrna,Sphyrnidae,Carcharhiniformes,Elasmobranchii
Sphyrna_tiburo,Castro,Pg. 521,120,0,Five Thin Ridged Fan,Sphyrna tiburo,Sphyrna tiburo,Sphyrna,Sphyrnidae,Carcharhiniformes,Elasmobranchii
Sphyrna_tudes,Castro,Pg. 525,121,0,Five Ridged Linear Fan,Sphyrna tudes,Sphyrna tudes,Sphyrna,Sphyrnidae,Carcharhiniformes,Elasmobranchii
Sphyrna_zygaena,Castro,Pg. 529,122,0,Five Thin Ridged Fan,Sphyrna zygaena,Sphyrna zygaena,Sphyrna,Sphyrnidae,Carcharhiniformes,Elasmobranchii
Isogomphodon_oxyrhynchus,Castro,Pg. 475,123,0,Trident,Isogomphodon oxyrhynchus,Isogomphodon oxyrhynchus,Isogomphodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Nasolamia_velox,Castro,Pg. 478,124,0,Five Thin Ridged Fan,Nasolamia velox,Nasolamia velox,Nasolamia,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Negaprion_brevirostris,Castro,Pg. 481,125,0,Five Ridged Linear Fan,Negaprion brevirostris,Negaprion brevirostris,Negaprion,Carcharhinidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. a,"Pg. 5, Fig. a",Ankhelyi et al. a,0,Smooth,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. b,"Pg. 5, Fig. b",127,0,Five Thin Ridged Fan,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. c,"Pg. 5, Fig. c",Ankhelyi et al. c,0,Central Troughed Petal,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. d,"Pg. 5, Fig. d",Ankhelyi et al. d,0,Four Thin Ridged Petal,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. e,"Pg. 5, Fig. e ",130,0,Stretched Minnie Indented Shell,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. f,"Pg. 5, Fig. f",131,0,Stretched Minnie Indented Shell,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. g,"Pg. 5, Fig. g",132,0,Stretched Minnie Indented Shell,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. h,"Pg. 5, Fig. h",Ankhelyi et al. h,0,Smooth Petal,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus_canis,Ankhelyi et al. i,"Pg. 5, Fig. i",134,0,Stretched Minnie Indented Shell,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus canis,Ankhelyi et al. a,Pg. 38,135,0,Minnie Indented Shell,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus canis,Ankhelyi et al. b,Pg. 39,136,0,Stretched Minnie Indented Shell,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus canis,Ankhelyi et al. C,Pg. 40,Ankhelyi et al. C,0,Smooth Spade,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus canis,Ankhelyi et al. D,Pg. 41,Ankhelyi et al. D,0,Troughed Petal with Extended Center,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus canis,Ankhelyi et al. E,Pg. 42,Ankhelyi et al. E,0,Troughed Petal with Extended Center,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Mustelus canis,Ankhelyi et al. f,Pg. 43,140,0,Minnie Indented Shell,Mustelus canis,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii
Raja_clavata,Serra-Pereira et al.  d,,141,0,Fusiform spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_brachyura,"Gravendeel, Neer, and Brinkhuizen 6 (median)",,142,0,Fusiform spines,Raja brachyura,Raja brachyura,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_brachyura,"Gravendeel, Neer, and Brinkhuizen 6 (lateral)",,143,0,Fusiform spines,Raja brachyura,Raja brachyura,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_brachyura,"Gravendeel, Neer, and Brinkhuizen 6 (pectoral fin)",,144,0,Fusiform spines,Raja brachyura,Raja brachyura,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_brachyura,"Gravendeel, Neer, and Brinkhuizen 6 (cross-type prickle)",,145,0,Triangular Spines,Raja brachyura,Raja brachyura,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_brachyura,"Gravendeel, Neer, and Brinkhuizen 7 (star type)",,146,0,Triangular Spines,Raja brachyura,Raja brachyura,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_brachyura,"Gravendeel, Neer, and Brinkhuizen 7 (leaf type)",,147,0,Triangular Spines,Raja brachyura,Raja brachyura,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_brachyura,"Gravendeel, Neer, and Brinkhuizen 7 (claw type)",,148,0,Fusiform spines,Raja brachyura,Raja brachyura,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 8 (ventral buckler)",,149,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 8 (lateral buckler)",,150,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
